year,month,social_buzz,search_interest,influencer_posts,price_index,sustainability_score,trend_momentum,trend_score,season_spring,season_summer,season_winter,category_denim,category_formal,category_luxury,category_streetwear,category_sustainable,category_vintage,region_EU,region_LATAM,region_NA
2019,12,-1.1970543554232365,81.77314718645296,13.32080768843768,99.95608591780065,0.35422530380503514,1.0051755563671387,89.46462216529645,False,False,True,False,False,False,True,False,False,False,True,False
2024,7,1.9893595585816115,24.611589896425873,8.32072733137961,80.1646194674906,0.5703703584928124,-0.3938264187449053,95.45103294415405,False,True,False,False,False,False,False,False,True,False,False,True
2024,5,-0.09638181355848706,44.1728476157268,3.3806239941819785,98.43191969119552,0.4984432698488068,2.1821106519534137,86.03406246671442,True,False,False,False,False,False,True,False,False,True,False,False
2022,6,0.644514088682196,38.866000442635325,1.3379588013185497,108.73003342343985,0.4916054124231313,-1.0961672347066005,46.78721826528657,False,True,False,False,False,False,False,True,False,False,False,True
2018,4,-0.5368691328707993,52.58760782577611,5.049063523259458,107.17469183884707,0.46823378386334336,-1.4718402205374563,70.3289817274674,True,False,False,False,False,False,True,False,False,False,False,True
2018,8,-1.0519278219798232,50.20102787327058,9.5644942435343,99.30810303191934,0.4110921998202698,-0.42110538712392287,64.97904960171098,False,True,False,False,False,False,False,False,False,True,False,False
2021,5,-0.23388051091793519,46.48876890379782,1.5500875429582193,113.59311554343967,0.7639015968654616,-0.7586401780205851,84.49408648346063,True,False,False,False,False,False,True,False,False,False,False,False
2022,7,1.1011925333791985,65.4140654210176,15.312907865520986,96.92795772524154,0.3331534969750809,-0.3649316144868989,98.22960566193773,False,True,False,False,False,True,False,False,False,False,True,False
2017,5,-0.5207317913982836,33.47878683228825,4.1544780616012265,94.2708814078408,0.7270415017630876,0.7980906964011155,68.57410384680406,True,False,False,False,False,False,False,False,False,False,False,True
2023,4,-0.8705319727294154,34.383177989110905,7.514751654937305,96.25470611818905,0.6667367922497769,-0.033979571604678495,59.875392507569195,True,False,False,False,False,False,True,False,False,False,False,True
2021,12,0.1554642443691435,34.63662093352937,19.9157985159117,91.02027980131108,0.48143959629771776,-0.008296767619785253,87.29641277090188,False,False,True,False,False,True,False,False,False,False,False,False
2017,5,0.4990226007177441,44.595086188610196,13.565648010671797,104.9791602536283,0.6458693110828936,0.058814816208904316,90.57845348194151,True,False,False,False,False,True,False,False,False,True,False,False
2017,1,1.642848168853183,31.571146761322307,5.7849943093382645,102.30785449286887,0.5215781768146166,-2.3123254929747867,71.45741543528639,False,False,True,False,False,False,False,True,False,False,False,True
2021,5,0.35375047837249485,49.27142766801094,14.678461881576464,104.87983557098441,0.3518188590683167,-1.5152605079180672,82.04058793793084,True,False,False,False,False,False,False,False,True,False,False,False
2023,7,0.643992678531235,47.517647080536996,11.042613115621148,96.6850307845503,0.3537219421592369,-0.3853112654294217,80.48215476541651,False,True,False,True,False,False,False,False,False,True,False,False
2024,2,0.7192752369203216,38.2022732900138,17.57001645962132,99.53541616528597,0.6679794729645444,-0.8429288013477375,99.38914261209285,False,False,True,False,False,False,True,False,False,False,False,False
2020,4,-1.1530153819326303,63.106493810842935,10.853291848290008,82.57265021272875,0.6586426582633041,-0.23178748714611774,90.57420303820611,True,False,False,False,False,False,False,False,False,True,False,False
2019,2,-0.9633320704695443,49.10749207569895,13.94377430102361,103.00980441048837,0.5935620545774596,1.4041283796080901,66.90989501278403,False,False,True,False,False,False,False,False,True,True,False,False
2025,7,-1.0838962896056503,65.93971046047706,5.577251523132905,100.79073164047719,0.47952702291870886,-0.07444949739319742,61.950113841551705,False,True,False,False,False,False,True,False,False,False,False,True
2021,9,-1.3321457556916456,47.07425223193352,18.72243969486507,91.19577870805229,0.5157223239464162,-1.3221682177229857,86.49815386709935,False,False,False,False,False,True,False,False,False,False,False,False
2019,12,0.7954598748704036,49.63707667652968,8.307870590545873,99.16273974330723,0.4914004317104753,-0.7930997872646736,86.01193147583216,False,False,True,False,False,False,False,False,True,False,False,True
2020,5,0.29005009166375534,41.55826392977434,12.834341770463325,97.93720558343867,0.23555005566816395,1.7105759089922536,78.71283147903912,True,False,False,False,False,False,False,False,True,False,False,False
2017,11,0.07949606309144953,49.89430189196773,13.327074760241654,114.11449548005994,0.5610255850461303,1.5324939714590151,74.1964541515882,False,False,False,False,False,True,False,False,False,False,False,False
2019,3,-2.5927165154022687,60.683469591980696,16.462505758712027,91.51098425497756,0.6440418750177103,0.5958774356488822,77.60605755640944,True,False,False,True,False,False,False,False,False,False,False,False
2021,10,2.0554768586186185,43.82998651594553,5.905707267421436,102.65140943093361,0.5621695837800771,-1.56248307069533,72.23169084937385,False,False,False,False,False,True,False,False,False,False,False,True
2025,7,-0.8942720041535557,57.776179438019966,17.867567909011555,91.27385317857312,0.8684468509634564,0.30680493510414963,87.98746076209136,False,True,False,False,False,False,False,True,False,False,False,True
2023,10,2.0518127559389576,37.808795584313884,14.944080166176835,95.53701244743783,0.3691788139306036,0.38369709915070194,93.88724486312928,False,False,False,False,False,False,True,False,False,True,False,False
2024,10,-1.449241480651316,61.38575848283314,5.062930153895987,102.21455162953784,0.4310013309591304,0.02554020839024015,62.17414033473942,False,False,False,False,False,False,True,False,False,True,False,False
2021,7,-0.8124011585565369,41.30141259032109,13.017957269104613,98.3090960730951,0.5739434192230607,-0.5700110556093595,80.94474466897034,False,True,False,True,False,False,False,False,False,False,True,False
2017,4,-2.20284938250963,62.77519809843575,14.69939420336544,99.95207315029155,0.5938780258346378,-0.3626310438697443,86.48139177350247,True,False,False,False,False,False,False,False,False,True,False,False
2020,7,0.3621249759426975,50.91464813650497,13.066856108694951,102.66177686585576,0.20778244749527103,-0.6397149071870721,76.07532494803046,False,True,False,True,False,False,False,False,False,False,False,False
2025,10,-1.1012568208112323,72.81430600086595,9.026745725709498,96.05048343041153,0.6584856399776086,-1.1450739583590241,64.91758740685914,False,False,False,False,False,True,False,False,False,False,False,True
2017,12,-1.0730001540983543,32.688984106186865,7.734175671733843,107.07317227852351,0.5946970311200078,1.3659878354682442,69.72668102995809,False,False,True,False,False,False,False,False,True,True,False,False
2024,12,-1.3725142171743974,27.857348400321975,18.882861587619733,97.55616205409916,0.16850927011004363,0.8823137950296952,86.06101425006125,False,False,True,False,False,False,False,True,False,False,False,True
2023,3,0.777355062737863,40.75674131036649,13.037023304293372,99.21955630757942,0.5289923316007141,-0.28492944258331016,78.90967137307521,True,False,False,False,True,False,False,False,False,False,False,False
2019,8,0.7114636515675471,29.230835779485304,8.749269216461844,102.89049019670284,0.40446252605103983,0.3521783083677695,85.19153447156522,False,True,False,False,False,False,False,True,False,False,False,True
2024,2,1.8120338910787854,29.258976583575837,3.8638071166831227,101.81600160931868,0.4684018124235178,0.389700890390535,74.63258039632889,False,False,True,False,False,False,False,False,False,False,False,True
2024,9,-0.6857066210729733,59.32326140689814,6.541551220530667,105.15382339634282,0.3091418587579847,2.342883558076062,79.27071981349957,False,False,False,False,True,False,False,False,False,False,False,False
2017,12,0.21881937104680035,49.937318098810124,10.686374253791554,102.53571521187764,0.6249139621612431,0.8725686809157047,76.17869702051314,False,False,True,False,False,False,False,False,False,True,False,False
2017,1,-1.2893351974019516,42.804785349436116,12.651110041225804,103.7522452924494,0.8671197485026407,0.8347696187281046,79.44497418172185,False,False,True,False,False,False,False,True,False,False,False,True
2022,8,-0.33503902273531805,44.19556104041852,18.182630965964076,97.39701988667886,0.5977042433506509,0.03798101306933453,84.93396323579158,False,True,False,False,False,False,False,True,False,False,False,True
2025,12,-0.5188453132811776,41.04143503510491,12.626989874539191,91.44983121531584,0.16131086168254366,-0.4344239584101757,72.94416658072987,False,False,True,False,False,False,False,False,True,True,False,False
2017,11,0.46444995749542084,74.75553751728566,13.748847269230412,88.57888877797711,0.6014072867199038,1.382710252661615,100.0,False,False,False,False,False,False,False,True,False,False,False,True
2022,5,1.017021806418191,38.96741438535445,13.555489368368015,86.6343188188616,0.5149650174041737,0.6522721175661845,92.34590764244166,True,False,False,False,False,False,False,False,True,False,False,True
2018,2,0.9910666908314999,30.167991528750512,11.544373572573505,114.1018137418342,0.3518177437442615,-0.8295419540543993,54.828083317465875,False,False,True,False,False,False,False,False,False,True,False,False
2022,12,-0.8428122722176108,61.94075926229492,15.336291177851681,82.29781271284699,0.613652289650385,0.4538665543398381,86.38130557998429,False,False,True,False,False,False,False,False,True,False,False,True
2022,12,0.9984679046229995,46.76366564978269,11.512314987463554,109.54978799181681,0.708357651062924,0.8373860884208123,88.31042594793752,False,False,True,False,True,False,False,False,False,True,False,False
2017,7,-0.044085137107797066,80.58160533226828,10.969045945989773,93.43304790962021,0.42967117325923526,-2.0958309562928616,83.05686014711767,False,True,False,False,False,True,False,False,False,True,False,False
2023,12,-0.32459689589701496,42.10691541808797,12.070139027002782,109.49152777695843,0.25412809405385967,-0.9223867925846672,59.3091090926585,False,False,True,False,True,False,False,False,False,False,False,True
2025,1,-0.7085114868189184,62.68976269635188,10.35581112177843,82.3796797766764,0.18789899688228356,0.36276482603990634,89.46896673376105,False,False,True,False,False,True,False,False,False,False,False,True
2024,8,-0.559935794361552,66.23295995898957,13.645950452689098,98.11924878493375,0.4301766831546421,-1.924461303828756,78.58312283959513,False,True,False,False,False,False,False,False,False,False,False,True
2017,1,1.7423138461962333,42.179962516969944,9.116521456533068,111.63219522420215,0.5220093755332343,-1.7661311658852938,76.59340471135518,False,False,True,False,False,False,False,False,False,False,False,True
2019,12,0.30741076649402355,38.85618848136446,12.80523735873818,105.70567650780465,0.4571189985452538,-0.27046174039426135,71.06871686226692,False,False,True,False,False,False,True,False,False,False,False,True
2019,9,0.17461184750120493,61.12049796396357,13.188375108184564,97.30187631447366,0.4270092233207713,0.49154425909494237,71.74128406273898,False,False,False,False,True,False,False,False,False,False,True,False
2021,11,-0.26224685853694674,58.62337876870896,5.975211447297768,84.45618158777215,0.6522219148830679,0.5377837069011182,88.33328961002341,False,False,False,False,False,False,False,False,True,False,False,False
2018,7,2.4459786114380284,28.8408484893361,11.442392343048418,89.42009182279254,0.6333086883062664,1.582399552691461,100.0,False,True,False,True,False,False,False,False,False,True,False,False
2024,1,1.3050104888464247,33.07346545542919,2.644580485307876,111.11317677247503,0.5859268124968346,0.08226388788949895,61.48542197381408,False,False,True,False,True,False,False,False,False,True,False,False
2023,1,-0.7210621147987927,11.953549925779917,9.422810676627899,97.21407038997019,0.6969678011819391,-0.37265285346052174,56.63762803757131,False,False,True,False,False,True,False,False,False,True,False,False
2024,5,-0.2736150547046242,58.930802809682035,18.586671441906223,99.42540717269249,0.43186467649684274,-1.3073595861552483,79.60327976926314,True,False,False,False,False,True,False,False,False,False,False,False
2018,9,-0.21424454337091037,46.07259210296382,2.0537988547286945,102.26828083762105,0.3529793376894578,-0.3846276164270356,61.509409423785534,False,False,False,False,False,False,False,False,False,False,False,True
2017,2,0.14587197828259946,47.56774368537077,8.351903921898082,89.57728869529956,0.45597993863907316,0.7075293079967273,78.8009975704826,False,False,True,False,False,False,False,True,False,False,False,True
2025,11,-0.7012259926314353,24.628338534472203,11.692816253738004,103.25832143872144,0.4435655010972813,0.7527222034871184,73.54611521413945,False,False,False,False,False,False,False,False,False,False,False,True
2019,3,0.43881652336169663,33.528464703660106,3.3212668474149076,96.64307615464796,0.1807678979115353,0.2646190067284926,68.75968215336411,True,False,False,True,False,False,False,False,False,False,False,True
2022,6,1.4520881320393144,42.83061631148651,11.518166576544926,102.34962228460432,0.4517976448815453,0.5471149352947167,86.51556279670422,False,True,False,False,False,False,False,True,False,False,False,True
2025,3,-1.3136281090041633,39.915115997782685,15.631428365494745,95.37559263570373,0.7488730999328006,1.2763835590745916,71.96067188588131,True,False,False,False,True,False,False,False,False,False,False,False
2017,6,-1.128146737092067,51.76754113276447,11.363888857019878,87.41507151951075,0.6941536175112153,0.07527184311995858,75.63351969080533,False,True,False,False,False,False,False,True,False,False,True,False
2017,6,-0.48315855529730695,58.75202189947721,13.836155102704682,96.58101974550387,0.6445330942520945,1.3673188377502348,100.0,False,True,False,False,False,False,False,False,False,False,False,True
2017,1,-0.43679556010782966,84.04418853927795,5.292011528011175,105.12622093686402,0.5736912477826563,-0.726646839299346,78.90653801948172,False,False,True,False,False,False,False,False,True,True,False,False
2018,7,1.9984658747459307,49.69974454953612,13.03944899206782,103.15248071261628,0.8108017347055656,-0.07329104454049068,98.43210930784154,False,True,False,False,False,False,False,True,False,True,False,False
2017,10,1.0017092200148388,66.73103994645419,11.932075975462755,100.24744693867781,0.35916977892376706,-0.4808332298604204,96.52033897895517,False,False,False,False,False,False,False,True,False,True,False,False
2024,12,0.9443223521182641,37.55040834530338,19.534673013890675,107.18505482408274,0.37633111804668407,0.792705131739008,99.77674293687927,False,False,True,True,False,False,False,False,False,True,False,False
2022,4,-0.2643656935134005,24.87580527536966,14.347845628483546,98.37124789964619,0.752373149263936,-1.0144844465914487,75.49122322864689,True,False,False,False,False,False,False,True,False,False,False,True
2025,11,-0.2863134067868141,44.71547529934813,10.75343136354643,100.45021051212174,0.5549688814309676,-0.32176547550349094,77.5578517518757,False,False,False,False,False,False,False,False,True,False,False,False
2024,11,-1.4517054137653986,26.034174231886375,13.505435242355704,96.1618649624502,0.42918790473204793,-1.8596764908226535,56.37285158529501,False,False,False,False,False,True,False,False,False,False,True,False
2025,12,0.7817402280478173,50.22009750753655,10.197141235622812,107.65294381402764,0.6493464328161647,0.5943760855698614,90.59507484003854,False,False,True,False,False,False,False,True,False,False,False,False
2019,5,0.49105460480878543,38.29318813237002,6.8010155988182,102.33222838177412,0.4710759468961627,1.246790275725483,82.26421332069243,True,False,False,False,False,False,False,True,False,False,False,False
2019,11,1.2859973646782836,20.685929198681215,15.753163165465498,95.54433511861302,0.3992454108149078,0.9107079513000965,83.65265850147502,False,False,False,False,False,True,False,False,False,True,False,False
2024,7,-0.2108297133561673,76.04037718790266,4.9756841877372455,88.08776202777756,0.3942366736839238,0.8126276134697776,78.47322115180745,False,True,False,False,False,False,False,False,True,False,False,True
2019,1,-0.1417791462003969,41.9365743034193,14.787422297634636,108.8396901991866,0.607878884984683,0.8394003959799484,82.37656077348278,False,False,True,False,False,True,False,False,False,False,False,True
2017,4,0.17004552856063573,25.435710455837032,3.9142613189256865,94.04747959052288,0.5870467893935193,0.6996938284365051,72.99029946781951,True,False,False,False,True,False,False,False,False,True,False,False
2023,9,0.8918975755070955,63.47257685760935,18.872789276069582,100.57651481991637,0.8230144179980712,0.6143956225060794,100.0,False,False,False,False,False,False,True,False,False,False,False,True
2024,2,-1.470215622097479,39.07078456191072,10.220464341045691,118.82079746515657,0.4977839356117295,0.6789134576286263,69.86081122483893,False,False,True,False,False,False,False,False,False,False,False,False
2025,6,0.7360561337383746,66.35249050535992,9.58076612154607,106.41207633386647,0.4947130992163758,-0.6556821299075588,79.11681114687347,False,True,False,False,False,False,False,True,False,True,False,False
2025,10,-0.020495562172830533,38.99908497982926,11.168312046821729,112.88919671061593,0.8091340354948449,-0.20019344351984655,60.25246282346459,False,False,False,False,False,True,False,False,False,True,False,False
2018,2,-1.0586372679536964,41.88653464605804,11.127021817391183,95.69500149967081,0.7274164227899663,0.07024326070851288,64.2850448534057,False,False,True,False,False,True,False,False,False,False,False,True
2023,6,-2.0846057526540664,55.172475642155696,12.280501563624798,108.56781117456165,0.5760816946772931,-0.3357051386995137,53.750959289357915,False,True,False,False,False,False,False,False,False,False,True,False
2024,3,-0.1364737118783534,58.89829071056165,8.325682073735448,100.21335194361512,0.26901770993536417,-1.5663096360348399,70.06334311710346,True,False,False,False,True,False,False,False,False,False,False,True
2023,7,1.44771298327407,61.527256060108975,15.574740332888577,102.92813536614865,0.4038661391890182,-1.2350089868939376,86.29210010830909,False,True,False,False,False,False,False,True,False,False,False,True
2024,3,1.674684666741395,48.65388291906007,14.153063791563063,116.16673370431648,0.3602629364702075,0.2299761150234739,100.0,True,False,False,False,False,False,False,False,True,False,False,True
2024,12,0.3553762106700964,57.92925082331875,3.362032943898532,97.77083340680235,0.5565613198418865,0.9057759087219182,92.41937457351833,False,False,True,False,False,False,True,False,False,False,False,False
2021,1,1.9620056638422476,61.18442910385131,4.074552023912305,100.15403562941229,0.4584985993825221,0.009341909159706499,79.18808340373768,False,False,True,False,True,False,False,False,False,False,True,False
2017,12,-0.04294108295674488,53.00853707850275,10.205647117188501,92.7742827879363,0.8385228807116141,2.764821861854195,90.12249999407541,False,False,True,False,False,True,False,False,False,False,False,True
2021,10,0.9533035516427811,47.86012830103556,7.342035416495994,107.10774844726461,0.2671413015206785,-0.9197624301552701,77.89076877047594,False,False,False,True,False,False,False,False,False,False,True,False
2018,11,-0.45123088890642726,28.320575776533047,16.214211729744388,95.51498481370692,0.34095885095571177,0.44494214206569804,82.17133393725933,False,False,False,False,False,True,False,False,False,False,False,True
2018,11,-0.5145988392841486,58.98761235169983,15.715141021477464,108.18168332655102,0.5940331812783733,1.2912026106494416,71.91052603211637,False,False,False,False,False,True,False,False,False,False,False,False
2018,3,-0.6775091168806363,50.63260548711726,12.01690263816013,86.80069406604119,0.6438584889575506,1.0656771211655787,88.72443227683473,True,False,False,False,False,True,False,False,False,False,False,True
2023,12,-2.0605289471243124,43.79576221473939,11.069966402278915,104.38910457466886,0.08431547843874854,0.6550668617746184,38.31637412394005,False,False,True,True,False,False,False,False,False,True,False,False
2021,8,1.2870922599469117,69.1664954538749,4.591529599429707,94.85045355149555,0.2376261713502562,1.0702539738421097,89.53942978626789,False,True,False,False,True,False,False,False,False,False,False,False
2021,12,-0.6416324391380163,28.582495506300265,16.280746080432774,105.84414111464169,0.5025513352346895,0.05539434765770002,76.01929233210467,False,False,True,False,False,True,False,False,False,True,False,False
2023,11,-0.8014387797551964,74.66054473047329,12.649749723862556,99.89152661716618,0.7940878536672942,1.6628817448205502,100.0,False,False,False,False,False,False,False,True,False,False,False,True
2021,7,-1.1799716816126755,49.66590082048302,14.908909976998135,95.71728868105367,0.8897969593390546,1.2831591063542616,84.65065539881303,False,True,False,False,False,False,False,True,False,False,False,False
2022,5,-0.20435943653628302,54.762772677543474,8.932272634652273,96.90752306499203,0.47539045177065536,-0.8522276007105466,63.610879940523766,True,False,False,False,False,True,False,False,False,False,True,False
2017,2,1.7634923105597426,44.074338282045936,10.854430800916772,93.19689359953088,0.5192835440643251,0.3215679376343867,92.3350260257597,False,False,True,False,False,False,False,True,False,True,False,False
2024,2,2.0937788508227175,24.99390631215005,8.511640380118482,106.70230204256687,0.3993641636887644,-1.5472966295268524,77.06744316825252,False,False,True,False,False,False,False,True,False,False,False,False
2021,5,-1.6608668758020833,47.905851523013304,4.4226892318517645,91.61090120459669,0.663977151979502,1.5217889732357095,73.07254880777697,True,False,False,False,False,False,True,False,False,False,False,False
2018,10,-0.35444799597628235,55.02117360339189,13.588511206817524,97.86337089013762,0.8251353252089075,0.2242314410317344,79.80983585680538,False,False,False,True,False,False,False,False,False,False,False,True
2024,7,-1.0343577700936986,60.143381696038915,16.921627121526413,102.76191663761979,0.7760837327284089,1.3487728440670128,90.25637564413007,False,True,False,False,False,False,False,False,False,False,False,False
2023,6,0.9883377412115197,47.02950202341648,13.398874134510326,112.90795620358816,0.5447798897220251,-0.1093575047678297,89.05421459067728,False,True,False,False,False,False,False,True,False,False,False,True
2017,3,0.2865935472939267,17.11190238193373,5.755146924605434,99.92561119286549,0.39906429307565966,-1.856267498765311,56.93230615658732,True,False,False,False,False,False,False,False,False,False,False,False
2018,7,-0.636569327379835,26.875079831260617,13.456102994050486,98.05991530769248,0.5514754607757678,2.637367541069991,78.66095802353976,False,True,False,True,False,False,False,False,False,False,False,True
2017,8,0.072573080591019,80.78029435644942,11.148273424337424,102.18907892092822,0.798541606798044,0.13108854718723997,93.71730604118345,False,True,False,False,False,False,False,False,False,False,False,True
2019,12,-0.4774186214077085,33.61196024341827,14.728565907404512,83.41228627460457,0.4779069222976087,-1.0002086234017997,63.67044641514649,False,False,True,False,True,False,False,False,False,True,False,False
2017,9,1.6142460943748966,71.40574187358813,7.063092528495215,90.41083439447425,0.22322277471740448,1.1457622883908887,94.17212664567171,False,False,False,False,False,False,False,False,True,True,False,False
2023,8,0.5469595150160383,35.988698938736064,19.243613856617632,96.99706800897239,0.4851983344028558,2.0358572812442954,93.18621266535233,False,True,False,False,False,True,False,False,False,False,False,False
2021,11,0.669823420916438,47.26316135408199,17.351193259227465,94.29624679413878,0.499775364372099,-0.20243817445701345,100.0,False,False,False,False,False,False,False,True,False,False,True,False
2025,6,-2.6669174780328975,59.37812389399856,14.775595828866559,87.1933336860527,0.22216633097149047,-0.09924241072697185,65.97392259132215,False,True,False,False,False,False,False,False,True,False,False,True
2023,12,-0.06678867882881083,37.697083301286895,16.534425213154734,106.86222920934068,0.5917667197596974,0.23804623471157915,70.28863125232613,False,False,True,False,False,False,False,True,False,False,False,True
2022,5,2.083210959059034,73.88322703638582,13.35352104072234,102.07805383645858,0.6410808393859717,-1.1109706315521002,100.0,True,False,False,False,False,False,True,False,False,True,False,False
2021,2,1.3261290700366843,51.13592537102616,6.544183486351481,101.12212197826007,0.8847806706672958,-0.6906674495813695,92.21363044168524,False,False,True,False,False,False,False,True,False,True,False,False
2017,6,-1.8470895859203031,56.91276269449504,18.185317511276025,94.44807079076502,0.31017214776823976,1.781925864365022,75.3641497032344,False,True,False,False,False,False,True,False,False,True,False,False
2017,2,-0.3134258326835941,45.985894879713115,5.887905098331667,100.63514371730932,0.6814938576319776,-0.13220643789951475,66.621847258777,False,False,True,False,False,True,False,False,False,False,False,False
2022,2,-1.2015194659187214,59.88080430525636,9.476521818904619,104.11559567552848,0.7240305072116578,-0.8375569780252101,65.00988706157351,False,False,True,False,False,False,False,True,False,False,False,False
2017,11,1.7111015603628703,73.68189109774794,7.082578807384843,97.88083156877376,0.6435317675683558,-0.45204189636327474,100.0,False,False,False,True,False,False,False,False,False,False,False,True
2017,10,0.2442782822759085,48.03071093565178,11.16686549887575,103.55657791392292,0.36877570608805765,1.0728236873301344,78.14221865751897,False,False,False,False,True,False,False,False,False,True,False,False
2018,3,-0.767795559731436,75.94569186123854,9.777556773995236,93.63151614539908,0.35831319746634793,-1.975896885124939,71.06863700671174,True,False,False,False,False,True,False,False,False,True,False,False
2024,11,0.03415794354078901,40.82606287431323,12.12332634616218,100.7798825039177,0.5674954154110867,0.2546498973538494,83.41214936800446,False,False,False,False,False,False,False,True,False,True,False,False
2021,1,-2.607365529068484,61.46144059027565,14.45191056203482,109.1399862634088,0.5662319787723326,2.4622187450424615,63.1391041467049,False,False,True,True,False,False,False,False,False,False,False,True
2023,4,-1.0849613034565766,57.33671504364575,11.138525484798915,109.85615762860832,0.4493019115668329,2.0310626272890295,92.13889878569472,True,False,False,False,False,True,False,False,False,True,False,False
2020,9,0.03644372582630957,33.97126890976446,6.2944953874368474,110.6207104395973,0.7824946624359861,0.5732027808186728,79.84595247461523,False,False,False,False,False,False,False,False,True,True,False,False
2018,4,0.8456753684533224,53.20714556955998,20.735925068703402,102.28454732346333,0.47786471515142914,1.3164426100439806,99.3166204515779,True,False,False,False,False,False,False,False,False,False,False,True
2020,9,-1.9413141205973408,50.110489067755594,10.053846037075006,100.25291163886196,0.20913386605857343,1.306826284796275,64.87202491723474,False,False,False,False,False,False,True,False,False,False,False,False
2017,11,-0.38115530770242934,37.20211735584732,17.27358351216459,96.40968867072469,0.5096698273891294,-0.12585200348909859,86.69502283619727,False,False,False,True,False,False,False,False,False,False,False,True
2023,1,1.0096857385188218,55.370036512911895,12.557279520627633,85.54012194786067,0.6364492026842271,0.9247938033643068,99.68080732036245,False,False,True,False,False,False,False,False,True,True,False,False
2018,1,-1.4514533243732721,52.194343191627766,11.137322103535126,89.24080242879606,0.6115530073709883,1.788583018787357,93.50536748379952,False,False,True,False,False,False,False,False,False,True,False,False
2020,12,0.2291828347841731,48.91119579039175,9.410256018073907,98.65556022427792,0.6101600656851903,-1.263762243124131,97.90363787305161,False,False,True,False,False,False,False,False,False,False,False,False
2025,7,0.06597450310600346,48.971337964119726,14.486660255982484,99.13369240697256,0.818918022584202,0.5766508774815967,91.12363221205838,False,True,False,False,False,False,True,False,False,False,False,True
2022,7,1.7143803203566024,48.64984611614571,4.316694571704437,111.29778423045194,0.3493376970936177,0.3614754480885518,80.37815780652632,False,True,False,False,False,False,False,True,False,False,False,True
2021,6,-0.23013619311163766,44.48450568130509,3.4728046847441276,110.518393035005,0.4737324972968786,0.10316448497421116,63.00975177734995,False,True,False,False,False,False,False,False,False,False,False,True
2021,6,-0.17160059837507027,52.097511425224724,5.546369343833522,94.50811086810732,0.8281097268418725,0.014633305665380455,60.9279151699185,False,True,False,False,True,False,False,False,False,True,False,False
2024,9,0.8549597531646885,40.341286814543295,11.968611782110868,106.54660572071215,0.19587702034642895,0.23166997253042865,91.28826210253584,False,False,False,False,False,False,False,False,True,False,False,True
2019,7,-1.3263486680493446,89.85214237205,6.369138705554243,96.18344908340872,0.5403349995035016,0.31557219784948487,81.05775355275254,False,True,False,False,False,False,True,False,False,False,False,False
2022,2,-0.22088320655085864,28.860001318020263,14.098292071693407,105.4609307440304,0.7712058007426662,1.1186152928631783,83.0075570404051,False,False,True,False,True,False,False,False,False,False,False,True
2024,8,-0.45572501084051054,41.22895884148311,8.62346524806809,106.44814182485396,0.7685229251681307,0.47651466322717995,83.14988456010683,False,True,False,False,True,False,False,False,False,False,False,True
2022,9,-0.13891181270510022,42.41386843134589,4.620896431733975,109.9367424971819,0.6688209471123435,-0.1778765946763719,61.99688716611346,False,False,False,False,False,False,False,True,False,True,False,False
2021,2,0.848406448962838,80.60740121486806,13.88279527277983,96.05885316173843,0.673379074317105,-0.8399214574910292,88.21407251836234,False,False,True,False,False,True,False,False,False,False,False,False
2018,5,0.5541614850821731,30.197980250337512,12.528676936756002,108.11442949744739,0.3626158378500757,-0.4724425178270377,86.99645941766326,True,False,False,False,False,True,False,False,False,False,False,False
2019,10,-0.7486823085286762,56.38883446979165,9.438906844825258,85.01748771102983,0.7971718751072534,0.2611661028790306,80.40249722340968,False,False,False,False,False,False,True,False,False,False,False,False
2025,8,0.13669920332721244,53.7259109756981,12.80433106890523,110.36972545231089,0.3339888919685571,-0.7060707378823271,72.12434178431043,False,True,False,False,False,False,False,True,False,True,False,False
2021,2,1.4904416141005241,55.00403457011822,19.41783190454314,99.79986621745186,0.3447256565127925,0.945877088714622,97.20573413456432,False,False,True,False,False,False,False,True,False,False,False,False
2019,1,-0.8313656987973053,68.54514743916411,12.277342566501527,99.97017601611442,0.6198173436094743,0.43005514067285533,86.65337790262083,False,False,True,False,False,False,True,False,False,False,False,False
2020,7,0.1451667803970126,68.23744039620632,14.405869696300641,83.70050795447638,0.4612573907709041,1.1435274200570102,100.0,False,True,False,False,False,True,False,False,False,False,False,True
2022,6,-0.19316067693862857,43.23564760219824,11.9422591248597,96.89067290202095,0.5872054058271566,-0.6388192209670263,83.54842885132462,False,True,False,False,False,False,False,False,True,True,False,False
2021,12,-0.06300501583677695,52.910261742409865,5.682328046676275,110.8438351969084,0.6275380742704408,-0.831067664648249,72.04690526442118,False,False,True,False,False,False,True,False,False,False,False,False
2023,7,-1.6306576222494007,22.03846951771784,8.73232953179493,96.58638486637749,0.8700597530875989,1.1360572262676651,82.70987443234499,False,True,False,False,False,False,False,False,False,False,False,True
2019,12,1.4107628543122044,51.486395127828935,11.621559913659826,105.70770208780166,0.6280704254019537,0.1299539566675541,98.99163573750644,False,False,True,False,True,False,False,False,False,False,False,False
2022,3,-0.7743519008881833,38.09015858252121,14.206734830269044,100.27644102171287,0.4386638252514775,-0.20251712890189022,75.67804933287937,True,False,False,False,False,False,False,False,False,True,False,False
2020,6,1.0260719701535328,47.20426361059225,20.879400302055256,108.50135311679759,0.6717678324735044,0.6986604956523964,100.0,False,True,False,False,False,False,False,False,False,True,False,False
